signed_label,goal_number,view_description,signatures_number,nodepetition_link/_text,nodepetition_link,signatures_number/_source,view_label,goal_number/_source,nodepetition_link/_source,goal_label,pageUrl,fielditem_value
signed,25000,Recognize Acupuncturist as Healthcare providers,31322,Recognize Acupuncturist as Healthcare providers,https://petitions.whitehouse.gov/petition/recognize-acupuncturist-healthcare-providers,"31,322",View,"25,000",/petition/recognize-acupuncturist-healthcare-providers,goal,https://petitions.whitehouse.gov/responses?page=4,Health Care
signed,100000,lift sanctions on Russian singer Grigoriy Leps.,101758,lift sanctions on Russian singer Grigoriy Leps.,https://petitions.whitehouse.gov/petition/lift-sanctions-russian-singer-grigoriy-leps,"101,758",View,"100,000",/petition/lift-sanctions-russian-singer-grigoriy-leps,goal,https://petitions.whitehouse.gov/responses?page=4,
signed,25000,Grant Temporary Protected Status to Guatemalans,29646,Grant Temporary Protected Status to Guatemalans,https://petitions.whitehouse.gov/petition/grant-temporary-protected-status-guatemalans,"29,646",View,"25,000",/petition/grant-temporary-protected-status-guatemalans,goal,https://petitions.whitehouse.gov/responses?page=4,Foreign Policy
signed,25000,Finalize Standards for GLUTEN-FREE Labeling,40639,Finalize Standards for GLUTEN-FREE Labeling,https://petitions.whitehouse.gov/petition/finalize-standards-gluten-free-labeling,"40,639",View,"25,000",/petition/finalize-standards-gluten-free-labeling,goal,https://petitions.whitehouse.gov/responses?page=4,Health Care
signed,25000,Save the Johnson Valley OHV Area. Be fiscally responsible. Stop 29 Palms Marine base expansion. Keep public lands open.,29456,Save the Johnson Valley OHV Area. Be fiscally responsible. Stop 29 Palms Marine base expansion. Keep public lands open.,https://petitions.whitehouse.gov/petition/save-johnson-valley-ohv-area-be-fiscally-responsible-stop-29-palms-marine-base-expansion,"29,456",View,"25,000",/petition/save-johnson-valley-ohv-area-be-fiscally-responsible-stop-29-palms-marine-base-expansion,goal,https://petitions.whitehouse.gov/responses?page=4,
signed,5000,End the Military’s Discrimination against Non-Religious Service Members,24395,End the Military’s Discrimination against Non-Religious Service Members,https://petitions.whitehouse.gov/petition/end-military%E2%80%99s-discrimination-against-non-religious-service-members,"24,395",View,"5,000",/petition/end-military%E2%80%99s-discrimination-against-non-religious-service-members,goal,https://petitions.whitehouse.gov/responses?page=4,
signed,25000,Light the White House gold for the month of September to honor pediatric cancer fighters and bring light to the cause.,28883,Light the White House gold for the month of September to honor pediatric cancer fighters and bring light to the cause.,https://petitions.whitehouse.gov/petition/light-white-house-gold-month-september-honor-pediatric-cancer-fighters-and-bring-light,"28,883",View,"25,000",/petition/light-white-house-gold-month-september-honor-pediatric-cancer-fighters-and-bring-light,goal,https://petitions.whitehouse.gov/responses?page=4,Health Care
signed,100000,Democracy crisis in Malaysia: foreign workers were employed for fraud voting in Malaysian General Election.,223913,Democracy crisis in Malaysia: foreign workers were employed for fraud voting in Malaysian General Election.,https://petitions.whitehouse.gov/petition/democracy-crisis-malaysia-foreign-workers-were-employed-fraud-voting-malaysian-general,"223,913",View,"100,000",/petition/democracy-crisis-malaysia-foreign-workers-were-employed-fraud-voting-malaysian-general,goal,https://petitions.whitehouse.gov/responses?page=4,Foreign Policy
signed,100000,We ask American Congress to make The Act of Alexander Dolmatov to punish all Dutch officials responsible for his death,104232,We ask American Congress to make The Act of Alexander Dolmatov to punish all Dutch officials responsible for his death,https://petitions.whitehouse.gov/petition/we-ask-american-congress-make-act-alexander-dolmatov-punish-all-dutch-officials-responsible,"104,232",View,"100,000",/petition/we-ask-american-congress-make-act-alexander-dolmatov-punish-all-dutch-officials-responsible,goal,https://petitions.whitehouse.gov/responses?page=4,Foreign Policy
signed,25000,Allow H1B approved cases to get Visa stamped in US,26513,Allow H1B approved cases to get Visa stamped in US,https://petitions.whitehouse.gov/petition/allow-h1b-approved-cases-get-visa-stamped-us,"26,513",View,"25,000",/petition/allow-h1b-approved-cases-get-visa-stamped-us,goal,https://petitions.whitehouse.gov/responses?page=4,Immigration
signed,25000,Officially recognize American Sign Language as a community language and a language of instruction in schools.,37133,Officially recognize American Sign Language as a community language and a language of instruction in schools.,https://petitions.whitehouse.gov/petition/officially-recognize-american-sign-language-community-language-and-language-instruction,"37,133",View,"25,000",/petition/officially-recognize-american-sign-language-community-language-and-language-instruction,goal,https://petitions.whitehouse.gov/responses?page=4,Education
signed,100000,Immediate Action Requested for Romeikes—Grant Permanent Legal Status to Persecuted German Homeschool Family,127258,Immediate Action Requested for Romeikes—Grant Permanent Legal Status to Persecuted German Homeschool Family,https://petitions.whitehouse.gov/petition/immediate-action-requested-romeikes%E2%80%94grant-permanent-legal-status-persecuted-german,"127,258",View,"100,000",/petition/immediate-action-requested-romeikes%E2%80%94grant-permanent-legal-status-persecuted-german,goal,https://petitions.whitehouse.gov/responses?page=4,Education
signed,25000,"Eliminate armed guards for the President, Vice-President, and their families, and establish Gun Free Zones around them",40664,"Eliminate armed guards for the President, Vice-President, and their families, and establish Gun Free Zones around them",https://petitions.whitehouse.gov/petition/eliminate-armed-guards-president-vice-president-and-their-families-and-establish-gun-free,"40,664",View,"25,000",/petition/eliminate-armed-guards-president-vice-president-and-their-families-and-establish-gun-free,goal,https://petitions.whitehouse.gov/responses?page=4,
signed,25000,"Support and fully endorse the National Rifle Association's ""National School Shield"" Program.",45625,"Support and fully endorse the National Rifle Association's ""National School Shield"" Program.",https://petitions.whitehouse.gov/petition/support-and-fully-endorse-national-rifle-associations-national-school-shield-program,"45,625",View,"25,000",/petition/support-and-fully-endorse-national-rifle-associations-national-school-shield-program,goal,https://petitions.whitehouse.gov/responses?page=4,
signed,25000,"Not INFRINGE upon 2nd Amendment rights by instituting any new form of firearms ban, legislation, or regulation.",37016,"Not INFRINGE upon 2nd Amendment rights by instituting any new form of firearms ban, legislation, or regulation.",https://petitions.whitehouse.gov/petition/not-infringe-upon-2nd-amendment-rights-instituting-any-new-form-firearms-ban-legislation-or,"37,016",View,"25,000",/petition/not-infringe-upon-2nd-amendment-rights-instituting-any-new-form-firearms-ban-legislation-or,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,Ban and outlaw Breed Specific Legislation (BSL) in the United States of America on a Federal level!,30189,Ban and outlaw Breed Specific Legislation (BSL) in the United States of America on a Federal level!,https://petitions.whitehouse.gov/petition/ban-and-outlaw-breed-specific-legislation-bsl-united-states-america-federal-level-0,"30,189",View,"25,000",/petition/ban-and-outlaw-breed-specific-legislation-bsl-united-states-america-federal-level-0,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,Vigorously support women's rights by fully engaging in efforts to ratify the 1972 Equal Rights Amendment (ERA).,33107,Vigorously support women's rights by fully engaging in efforts to ratify the 1972 Equal Rights Amendment (ERA).,https://petitions.whitehouse.gov/petition/vigorously-support-womens-rights-fully-engaging-efforts-ratify-1972-equal-rights-amendment,"33,107",View,"25,000",/petition/vigorously-support-womens-rights-fully-engaging-efforts-ratify-1972-equal-rights-amendment,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,Recount the election!,73550,Recount the election!,https://petitions.whitehouse.gov/petition/recount-election,"73,550",View,"25,000",/petition/recount-election,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,Legally recognize Westboro Baptist Church as a hate group.,367180,Legally recognize Westboro Baptist Church as a hate group.,https://petitions.whitehouse.gov/petition/legally-recognize-westboro-baptist-church-hate-group-0,"367,180",View,"25,000",/petition/legally-recognize-westboro-baptist-church-hate-group-0,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,Define the Westboro Baptist Church as a hate group due to promoting animosity against differing cultural demographics.,46605,Define the Westboro Baptist Church as a hate group due to promoting animosity against differing cultural demographics.,https://petitions.whitehouse.gov/petition/define-westboro-baptist-church-hate-group-due-promoting-animosity-against-differing,"46,605",View,"25,000",/petition/define-westboro-baptist-church-hate-group-due-promoting-animosity-against-differing,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,"Remove the Westboro Baptist Church's 501(c)(3) tax-exempt status, and make it retroactive.",67195,"Remove the Westboro Baptist Church's 501(c)(3) tax-exempt status, and make it retroactive.",https://petitions.whitehouse.gov/petition/remove-westboro-baptist-churchs-501c3-tax-exempt-status-and-make-it-retroactive,"67,195",View,"25,000",/petition/remove-westboro-baptist-churchs-501c3-tax-exempt-status-and-make-it-retroactive,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,Investigate the IRS Tax-Exempt Status of the Westboro Baptist Church,101110,Investigate the IRS Tax-Exempt Status of the Westboro Baptist Church,https://petitions.whitehouse.gov/petition/investigate-irs-tax-exempt-status-westboro-baptist-church,"101,110",View,"25,000",/petition/investigate-irs-tax-exempt-status-westboro-baptist-church,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,Revoke the tax exempt status of the Westboro Baptist Church & re-classify Westboro Baptist Church as a hate group.,92479,Revoke the tax exempt status of the Westboro Baptist Church & re-classify Westboro Baptist Church as a hate group.,https://petitions.whitehouse.gov/petition/revoke-tax-exempt-status-westboro-baptist-church-re-classify-westboro-baptist-church-hate,"92,479",View,"25,000",/petition/revoke-tax-exempt-status-westboro-baptist-church-re-classify-westboro-baptist-church-hate,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,100000,Reinstate Military Tuition Assistance (TA) and block the Armed Service Branches from any further suspension of TA.,122122,Reinstate Military Tuition Assistance (TA) and block the Armed Service Branches from any further suspension of TA.,https://petitions.whitehouse.gov/petition/reinstate-military-tuition-assistance-ta-and-block-armed-service-branches-any-further,"122,122",View,"100,000",/petition/reinstate-military-tuition-assistance-ta-and-block-armed-service-branches-any-further,goal,https://petitions.whitehouse.gov/responses?page=5,Education
signed,25000,"Restrict pay for all Senators and Congress to $75,000 for a period of 3 years to repay the National deficit.",72256,"Restrict pay for all Senators and Congress to $75,000 for a period of 3 years to repay the National deficit.",https://petitions.whitehouse.gov/petition/restrict-pay-all-senators-and-congress-75000-period-3-years-repay-national-deficit,"72,256",View,"25,000",/petition/restrict-pay-all-senators-and-congress-75000-period-3-years-repay-national-deficit,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,100000,Call upon the International Community to urge that a full recount of votes be done in Venezuela's presidential elections,124999,Call upon the International Community to urge that a full recount of votes be done in Venezuela's presidential elections,https://petitions.whitehouse.gov/petition/call-upon-international-community-urge-full-recount-votes-be-done-venezuelas-presidential,"124,999",View,"100,000",/petition/call-upon-international-community-urge-full-recount-votes-be-done-venezuelas-presidential,goal,https://petitions.whitehouse.gov/responses?page=5,Immigration
signed,25000,Try Senator Dianne Feinstein in a Federal Court For Treason To The Constitution,41162,Try Senator Dianne Feinstein in a Federal Court For Treason To The Constitution,https://petitions.whitehouse.gov/petition/try-senator-dianne-feinstein-federal-court-treason-constitution,"41,162",View,"25,000",/petition/try-senator-dianne-feinstein-federal-court-treason-constitution,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,"Impeach Sen. Diane Feinstein for violating her oath to support and defend the Constitution of the United States, re: AWB",43542,"Impeach Sen. Diane Feinstein for violating her oath to support and defend the Constitution of the United States, re: AWB",https://petitions.whitehouse.gov/petition/impeach-sen-diane-feinstein-violating-her-oath-support-and-defend-constitution-united,"43,542",View,"25,000",/petition/impeach-sen-diane-feinstein-violating-her-oath-support-and-defend-constitution-united,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,Repeal the Defense of Marriage Act (DOMA),52139,Repeal the Defense of Marriage Act (DOMA),https://petitions.whitehouse.gov/petition/repeal-defense-marriage-act-doma-0,"52,139",View,"25,000",/petition/repeal-defense-marriage-act-doma-0,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,"Make the Metric system the standard in the United States, instead of the Imperial system.",49914,"Make the Metric system the standard in the United States, instead of the Imperial system.",https://petitions.whitehouse.gov/petition/make-metric-system-standard-united-states-instead-imperial-system,"49,914",View,"25,000",/petition/make-metric-system-standard-united-states-instead-imperial-system,goal,https://petitions.whitehouse.gov/responses?page=5,Education
signed,25000,"Allow Any American To Voluntarily Opt Out Of ""ObamaCare"" [The So Called Affordable Care Act].",41386,"Allow Any American To Voluntarily Opt Out Of ""ObamaCare"" [The So Called Affordable Care Act].",https://petitions.whitehouse.gov/petition/allow-any-american-voluntarily-opt-out-obamacare-so-called-affordable-care-act,"41,386",View,"25,000",/petition/allow-any-american-voluntarily-opt-out-obamacare-so-called-affordable-care-act,goal,https://petitions.whitehouse.gov/responses?page=5,Health Care
signed,25000,Repeal Obamacare. It is killing jobs in this country. Thousands have already lost their jobs because of it.,64655,Repeal Obamacare. It is killing jobs in this country. Thousands have already lost their jobs because of it.,https://petitions.whitehouse.gov/petition/repeal-obamacare-it-killing-jobs-country-thousands-have-already-lost-their-jobs-because-it,"64,655",View,"25,000",/petition/repeal-obamacare-it-killing-jobs-country-thousands-have-already-lost-their-jobs-because-it,goal,https://petitions.whitehouse.gov/responses?page=5,Health Care
signed,100000,Stop CISPA (Cyber Intelligence Sharing and Protection Act),117576,Stop CISPA (Cyber Intelligence Sharing and Protection Act),https://petitions.whitehouse.gov/petition/stop-cispa-cyber-intelligence-sharing-and-protection-act,"117,576",View,"100,000",/petition/stop-cispa-cyber-intelligence-sharing-and-protection-act,goal,https://petitions.whitehouse.gov/responses?page=5,
signed,25000,recognize that the Islamic Government of Iran is violating the fundamental rights of Iran's Azerbaijani ethnic minority.,26780,recognize that the Islamic Government of Iran is violating the fundamental rights of Iran's Azerbaijani ethnic minority.,https://petitions.whitehouse.gov/petition/recognize-islamic-government-iran-violating-fundamental-rights-irans-azerbaijani-ethnic,"26,780",View,"25,000",/petition/recognize-islamic-government-iran-violating-fundamental-rights-irans-azerbaijani-ethnic,goal,https://petitions.whitehouse.gov/responses?page=5,Foreign Policy
signed,25000,"End to the War On Coal, end the job killing policies of the EPA and require an economic impact analysis of new policies",29323,"End to the War On Coal, end the job killing policies of the EPA and require an economic impact analysis of new policies",https://petitions.whitehouse.gov/petition/end-war-coal-end-job-killing-policies-epa-and-require-economic-impact-analysis-new-policies,"29,323",View,"25,000",/petition/end-war-coal-end-job-killing-policies-epa-and-require-economic-impact-analysis-new-policies,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,5000,not veto Palestine's application to become a member of the United Nations.,12077,not veto Palestine's application to become a member of the United Nations.,https://petitions.whitehouse.gov/petition/not-veto-palestines-application-become-member-united-nations,"12,077",View,"5,000",/petition/not-veto-palestines-application-become-member-united-nations,goal,https://petitions.whitehouse.gov/responses?page=6,Foreign Policy
signed,25000,"Enforce the tax code, and strip violating Religious institutions of their tax exempt 501(c) status.",34878,"Enforce the tax code, and strip violating Religious institutions of their tax exempt 501(c) status.",https://petitions.whitehouse.gov/petition/enforce-tax-code-and-strip-violating-religious-institutions-their-tax-exempt-501c-status,"34,878",View,"25,000",/petition/enforce-tax-code-and-strip-violating-religious-institutions-their-tax-exempt-501c-status,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,"Toddler TORTURED and MURDERED sentence 10 years! Time Served ""77 Days for Neglect. Federal offense?",27909,"Toddler TORTURED and MURDERED sentence 10 years! Time Served ""77 Days for Neglect. Federal offense?",https://petitions.whitehouse.gov/petition/toddler-tortured-and-murdered-sentence-10-years-time-served-77-days-neglect-federal-offense,"27,909",View,"25,000",/petition/toddler-tortured-and-murdered-sentence-10-years-time-served-77-days-neglect-federal-offense,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,"RECOGNIZE ""SIKH GENOCIDE"" - 30,000+ KILLED IN INDIA DURING NOVEMBER 1984 - ""YES, IT IS GENOCIDE""",30517,"RECOGNIZE ""SIKH GENOCIDE"" - 30,000+ KILLED IN INDIA DURING NOVEMBER 1984 - ""YES, IT IS GENOCIDE""",https://petitions.whitehouse.gov/petition/recognize-sikh-genocide-30000-killed-india-during-november-1984-yes-it-genocide,"30,517",View,"25,000",/petition/recognize-sikh-genocide-30000-killed-india-during-november-1984-yes-it-genocide,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,100000,Make Unlocking Cell Phones Legal.,114322,Make Unlocking Cell Phones Legal.,https://petitions.whitehouse.gov/petition/make-unlocking-cell-phones-legal,"114,322",View,"100,000",/petition/make-unlocking-cell-phones-legal,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,100000,pay close attention on The Nagorno-Karabakh conflict. 20% of Azerbaijan territory was occupied by Armenian military.,105686,pay close attention on The Nagorno-Karabakh conflict. 20% of Azerbaijan territory was occupied by Armenian military.,https://petitions.whitehouse.gov/petition/pay-close-attention-nagorno-karabakh-conflict-20-azerbaijan-territory-was-occupied-armenian,"105,686",View,"100,000",/petition/pay-close-attention-nagorno-karabakh-conflict-20-azerbaijan-territory-was-occupied-armenian,goal,https://petitions.whitehouse.gov/responses?page=6,Foreign Policy
signed,100000,"issue a proclamation commemorating and recognizing the war crime of the Khojaly Massacre, and its victims",126828,"issue a proclamation commemorating and recognizing the war crime of the Khojaly Massacre, and its victims",https://petitions.whitehouse.gov/petition/issue-proclamation-commemorating-and-recognizing-war-crime-khojaly-massacre-and-its-victims,"126,828",View,"100,000",/petition/issue-proclamation-commemorating-and-recognizing-war-crime-khojaly-massacre-and-its-victims,goal,https://petitions.whitehouse.gov/responses?page=6,Foreign Policy
signed,25000,Establish Lunar New Year as a National Holiday. Give it the same importance and weight as the other cultural holidays.,39780,Establish Lunar New Year as a National Holiday. Give it the same importance and weight as the other cultural holidays.,https://petitions.whitehouse.gov/petition/establish-lunar-new-year-national-holiday-give-it-same-importance-and-weight-other-cultural,"39,780",View,"25,000",/petition/establish-lunar-new-year-national-holiday-give-it-same-importance-and-weight-other-cultural,goal,https://petitions.whitehouse.gov/responses?page=6,Education
signed,25000,Use the State of the Union to call for a constitutional amendment to get big money out of politics.,39168,Use the State of the Union to call for a constitutional amendment to get big money out of politics.,https://petitions.whitehouse.gov/petition/use-state-union-call-constitutional-amendment-get-big-money-out-politics,"39,168",View,"25,000",/petition/use-state-union-call-constitutional-amendment-get-big-money-out-politics,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,Place the DC “Taxation Without Representation” License Plate on the Presidential Limousine.,3735,Place the DC “Taxation Without Representation” License Plate on the Presidential Limousine.,https://petitions.whitehouse.gov/petition/place-dc-%E2%80%9Ctaxation-without-representation%E2%80%9D-license-plate-presidential-limousine,"3,735",View,"25,000",/petition/place-dc-%E2%80%9Ctaxation-without-representation%E2%80%9D-license-plate-presidential-limousine,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,Require free access over the Internet to scientific journal articles arising from taxpayer-funded research.,65704,Require free access over the Internet to scientific journal articles arising from taxpayer-funded research.,https://petitions.whitehouse.gov/petition/require-free-access-over-internet-scientific-journal-articles-arising-taxpayer-funded,"65,704",View,"25,000",/petition/require-free-access-over-internet-scientific-journal-articles-arising-taxpayer-funded,goal,https://petitions.whitehouse.gov/responses?page=6,Education
signed,25000,Make all involved in the rape of the Steubenville scandal be pushed out of Juvenile court so there can be real justice.,31421,Make all involved in the rape of the Steubenville scandal be pushed out of Juvenile court so there can be real justice.,https://petitions.whitehouse.gov/petition/make-all-involved-rape-steubenville-scandal-be-pushed-out-juvenile-court-so-there-can-be,"31,421",View,"25,000",/petition/make-all-involved-rape-steubenville-scandal-be-pushed-out-juvenile-court-so-there-can-be,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,Support the People of Catalonia in their effort to decide their own future,33070,Support the People of Catalonia in their effort to decide their own future,https://petitions.whitehouse.gov/petition/support-people-catalonia-their-effort-decide-their-own-future,"33,070",View,"25,000",/petition/support-people-catalonia-their-effort-decide-their-own-future,goal,https://petitions.whitehouse.gov/responses?page=6,Foreign Policy
signed,25000,outlaw offending prophets of major religions,38023,outlaw offending prophets of major religions,https://petitions.whitehouse.gov/petition/outlaw-offending-prophets-major-religions,"38,023",View,"25,000",/petition/outlaw-offending-prophets-major-religions,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,We request that Obama be impeached for the following reasons.,49890,We request that Obama be impeached for the following reasons.,https://petitions.whitehouse.gov/petition/we-request-obama-be-impeached-following-reasons,"49,890",View,"25,000",/petition/we-request-obama-be-impeached-following-reasons,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,Cease paychecks and health benefits to ALL members of Congress and the President until the fiscal cliff is avoided,30166,Cease paychecks and health benefits to ALL members of Congress and the President until the fiscal cliff is avoided,https://petitions.whitehouse.gov/petition/cease-paychecks-and-health-benefits-all-members-congress-and-president-until-fiscal-cliff,"30,166",View,"25,000",/petition/cease-paychecks-and-health-benefits-all-members-congress-and-president-until-fiscal-cliff,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,Peacefully grant the State of Tennessee to withdraw from the United States of America and create its own NEW government.,32694,Peacefully grant the State of Tennessee to withdraw from the United States of America and create its own NEW government.,https://petitions.whitehouse.gov/petition/peacefully-grant-state-tennessee-withdraw-united-states-america-and-create-its-own-new-3,"32,694",View,"25,000",/petition/peacefully-grant-state-tennessee-withdraw-united-states-america-and-create-its-own-new-3,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,Peacefully grant the State of Louisiana to withdraw from the United States of America and create its own NEW government.,38991,Peacefully grant the State of Louisiana to withdraw from the United States of America and create its own NEW government.,https://petitions.whitehouse.gov/petition/peacefully-grant-state-louisiana-withdraw-united-states-america-and-create-its-own-new,"38,991",View,"25,000",/petition/peacefully-grant-state-louisiana-withdraw-united-states-america-and-create-its-own-new,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,Deport Everyone That Signed A Petition To Withdraw Their State From The United States Of America.,29650,Deport Everyone That Signed A Petition To Withdraw Their State From The United States Of America.,https://petitions.whitehouse.gov/petition/deport-everyone-signed-petition-withdraw-their-state-united-states-america,"29,650",View,"25,000",/petition/deport-everyone-signed-petition-withdraw-their-state-united-states-america,goal,https://petitions.whitehouse.gov/responses?page=6,
signed,25000,Peacefully grant the State of Alabama to withdraw from the United States of America and create its own NEW government.,31597,Peacefully grant the State of Alabama to withdraw from the United States of America and create its own NEW government.,https://petitions.whitehouse.gov/petition/peacefully-grant-state-alabama-withdraw-united-states-america-and-create-its-own-new,"31,597",View,"25,000",/petition/peacefully-grant-state-alabama-withdraw-united-states-america-and-create-its-own-new,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Peacefully grant the State of North Carolina to withdraw from the United States and create its own NEW government,31835,Peacefully grant the State of North Carolina to withdraw from the United States and create its own NEW government,https://petitions.whitehouse.gov/petition/peacefully-grant-state-north-carolina-withdraw-united-states-and-create-its-own-new,"31,835",View,"25,000",/petition/peacefully-grant-state-north-carolina-withdraw-united-states-and-create-its-own-new,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Peacefully grant the State of Florida to withdraw from the United States of America and create its own NEW government.,37014,Peacefully grant the State of Florida to withdraw from the United States of America and create its own NEW government.,https://petitions.whitehouse.gov/petition/peacefully-grant-state-florida-withdraw-united-states-america-and-create-its-own-new-2,"37,014",View,"25,000",/petition/peacefully-grant-state-florida-withdraw-united-states-america-and-create-its-own-new-2,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Peacefully grant the State of S.C. to withdraw from the United States of America and create its own NEW government.,26104,Peacefully grant the State of S.C. to withdraw from the United States of America and create its own NEW government.,https://petitions.whitehouse.gov/petition/peacefully-grant-state-sc-withdraw-united-states-america-and-create-its-own-new-government,"26,104",View,"25,000",/petition/peacefully-grant-state-sc-withdraw-united-states-america-and-create-its-own-new-government,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Peacefully grant the State of Georgia to withdraw from the United States of America and create its own NEW government.,33828,Peacefully grant the State of Georgia to withdraw from the United States of America and create its own NEW government.,https://petitions.whitehouse.gov/petition/peacefully-grant-state-georgia-withdraw-united-states-america-and-create-its-own-new-1,"33,828",View,"25,000",/petition/peacefully-grant-state-georgia-withdraw-united-states-america-and-create-its-own-new-1,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Peacefully grant the State of Tennessee to withdraw from the United States of America and create its own NEW government.,32694,Peacefully grant the State of Tennessee to withdraw from the United States of America and create its own NEW government.,https://petitions.whitehouse.gov/petition/peacefully-grant-state-tennessee-withdraw-united-states-america-and-create-its-own-new-3,"32,694",View,"25,000",/petition/peacefully-grant-state-tennessee-withdraw-united-states-america-and-create-its-own-new-3,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Help bring Jon Hammar home.,27248,Help bring Jon Hammar home.,https://petitions.whitehouse.gov/petition/help-bring-jon-hammar-home,"27,248",View,"25,000",/petition/help-bring-jon-hammar-home,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,"Secure resources and funding, and begin construction of a Death Star by 2016.",34435,"Secure resources and funding, and begin construction of a Death Star by 2016.",https://petitions.whitehouse.gov/petition/secure-resources-and-funding-and-begin-construction-death-star-2016,"34,435",View,"25,000",/petition/secure-resources-and-funding-and-begin-construction-death-star-2016,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Deport British Citizen Piers Morgan for Attacking 2nd Amendment,109334,Deport British Citizen Piers Morgan for Attacking 2nd Amendment,https://petitions.whitehouse.gov/petition/deport-british-citizen-piers-morgan-attacking-2nd-amendment,"109,334",View,"25,000",/petition/deport-british-citizen-piers-morgan-attacking-2nd-amendment,goal,https://petitions.whitehouse.gov/responses?page=7,Immigration
signed,25000,"Support a law protecting states' rights to legalize, regulate and tax marijuana like alcohol.",46185,"Support a law protecting states' rights to legalize, regulate and tax marijuana like alcohol.",https://petitions.whitehouse.gov/petition/support-law-protecting-states-rights-legalize-regulate-and-tax-marijuana-alcohol,"46,185",View,"25,000",/petition/support-law-protecting-states-rights-legalize-regulate-and-tax-marijuana-alcohol,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Remove marijuana from the federal Controlled Substance Act and allow the states to decide how they want to regulate it.,83684,Remove marijuana from the federal Controlled Substance Act and allow the states to decide how they want to regulate it.,https://petitions.whitehouse.gov/petition/remove-marijuana-federal-controlled-substance-act-and-allow-states-decide-how-they-want,"83,684",View,"25,000",/petition/remove-marijuana-federal-controlled-substance-act-and-allow-states-decide-how-they-want,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Federally Legalize Marijuana,44049,Federally Legalize Marijuana,https://petitions.whitehouse.gov/petition/federally-legalize-marijuana,"44,049",View,"25,000",/petition/federally-legalize-marijuana,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,"Grant a full pardon to Chris Williams, a man facing 80 years in prison for legally growing Medical Marijuana",29536,"Grant a full pardon to Chris Williams, a man facing 80 years in prison for legally growing Medical Marijuana",https://petitions.whitehouse.gov/petition/grant-full-pardon-chris-williams-man-facing-80-years-prison-legally-growing-medical,"29,536",View,"25,000",/petition/grant-full-pardon-chris-williams-man-facing-80-years-prison-legally-growing-medical,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Light the White House Purple to Celebrate 75th Anniversary of March of Dimes and as Symbol of Hope to Preemie Families,26653,Light the White House Purple to Celebrate 75th Anniversary of March of Dimes and as Symbol of Hope to Preemie Families,https://petitions.whitehouse.gov/petition/light-white-house-purple-celebrate-75th-anniversary-march-dimes-and-symbol-hope-preemie,"26,653",View,"25,000",/petition/light-white-house-purple-celebrate-75th-anniversary-march-dimes-and-symbol-hope-preemie,goal,https://petitions.whitehouse.gov/responses?page=7,Health Care
signed,25000,"Identify Russian law-makers jeopardizing lives of Russian orphans responsible under ""Magnitsky Act"".",54509,"Identify Russian law-makers jeopardizing lives of Russian orphans responsible under ""Magnitsky Act"".",https://petitions.whitehouse.gov/petition/identify-russian-law-makers-jeopardizing-lives-russian-orphans-responsible-under-magnitsky,"54,509",View,"25,000",/petition/identify-russian-law-makers-jeopardizing-lives-russian-orphans-responsible-under-magnitsky,goal,https://petitions.whitehouse.gov/responses?page=7,Foreign Policy
